GeneSymbol,PSL
P2RX1,Plasma membrane
BRCA2,Nucleus
BRCA2,Centrosome
BRCA2,Cytosol
MECP2,Nucleus
MECP2,Cytosol
HCFC1,Nucleus
IRAK1,Cytosol
CAV2,Nucleus
CAV2,Plasma membrane
ALDH5A1,Mitochondrion
GPC3,Plasma membrane
HSD17B4,Peroxisome
PSMD7,Nucleus
CCR3,Plasma membrane
CCR4,Plasma membrane
SGSH,Lysosome
ARSD,Lysosome
ARSL,Golgi apparatus
STAT5B,Nucleus
APLP1,Golgi apparatus
APLP1,Plasma membrane
USP11,Nucleus
USP11,Cytosol
KCNQ1,Endoplasmic reticulum
KCNQ1,Lysosome
KCNQ1,Plasma membrane
CLCN2,Plasma membrane
CLCN3,Golgi apparatus
CLCN3,Plasma membrane
CLCN5,Golgi apparatus
CLCN5,Cytosol
CLCN5,Plasma membrane
DYNLT3,Nucleus
VAMP7,Plasma membrane
GPR143,Golgi apparatus
GPR143,Plasma membrane
XK,Plasma membrane
RPS6KA3,Nucleolus
RPS6KA3,Cytosol
BMX,Plasma membrane
ZNF75D,Nucleus
PRKX,Nucleus
AFF3,Nucleus
AFF3,Cytosol
NR0B1,Nucleus
TKTL1,Cytosol
AKR1D1,Cytosol
CRIPTO3,Plasma membrane
NEK2,Nucleolus
NEK2,Centrosome
NEK4,Cytosol
UBE2E1,Nucleus
NDUFA8,Mitochondrion
HNRNPA3,Nucleus
FUT6,Golgi apparatus
PGD,Nucleus
HNRNPM,Nucleolus
KPNA2,Cytosol
KPNA1,Cytosol
NCBP2,Nucleus
RAP1GDS1,Nucleus
RAP1GDS1,Mitochondrion
RAP1GDS1,Endoplasmic reticulum
RAP1GDS1,Cytosol
DGKE,Cytosol
POLR2H,Nucleus
POLR2J,Nucleus
MAP2K6,Cytosol
ARHGDIA,Nucleus
ARHGDIB,Cytosol
SLC7A2,Plasma membrane
HNRNPF,Cytosol
STAT2,Nucleus
STAT2,Cytosol
STAT2,Plasma membrane
GTF2A1,Cytosol
GTF2A1,Nucleus
GTF2A2,Nucleus
MSH6,Nucleus
MSH6,Golgi apparatus
MSH6,Cytosol
KIF11,Cytosol
VAV2,Plasma membrane
ZNF138,Nucleus
RBM5,Nucleus
RIDA,Nucleus
HK2,Mitochondrion
HK2,Centrosome
HK2,Cytosol
EFNB2,Plasma membrane
MRPL12,Mitochondrion
STC1,Nucleus
DGKQ,Nucleus
DGKQ,Nucleolus
DGKQ,Cytosol
DGKQ,Plasma membrane
HMGA2,Nucleus
CRIP2,Cell cortex
PDX1,Cytosol
NKX2-5,Nucleus
BLVRA,Cytosol
SLC25A1,Nucleus
PPP5C,Cytosol
PPP5C,Plasma membrane
PLK1,Nucleus
PLK1,Centrosome
DAPK1,Plasma membrane
DAPK1,Actin cytoskeleton
ARFIP2,Nucleolus
ARFIP2,Golgi apparatus
ARFIP2,Cell cortex
ARFIP1,Cytosol
NUDT6,Nucleus
NUDT6,Mitochondrion
NUBP1,Nucleus
NUBP1,Centrosome
NUBP1,Cytosol
NUBP1,Plasma membrane
ACLY,Cytosol
FOSB,Nucleus
FOSB,Cytosol
MVD,Peroxisome
MVD,Cytosol
COPB1,Golgi apparatus
COPB1,Cytosol
CTSC,Centrosome
LIMK1,Cytosol
LIMK2,Centrosome
CLTCL1,Plasma membrane
AP3M2,Golgi apparatus
HCCS,Mitochondrion
HCCS,Cytosol
ITGA8,Endoplasmic reticulum
ITGA8,Plasma membrane
MAPK12,Mitochondrion
SLC5A3,Plasma membrane
PTTG1IP,Nucleus
POLR2K,Nucleus
TTC3,Nucleus
TTC3,Nucleolus
TTC3,Golgi apparatus
TTC3,Cytosol
PLAAT3,Plasma membrane
SLC16A1,Centrosome
SLC16A1,Plasma membrane
IST1,Centrosome
IST1,Cytosol
SEC24C,Cytosol
SUB1,Nucleolus
POLG,Mitochondrion
CLNS1A,Nucleus
CLNS1A,Cytosol
CLNS1A,Plasma membrane
CRISP1,Nucleus
BLM,Nucleus
BLM,Nucleolus
BLM,Cytosol
RARS1,Nucleus
RARS1,Nucleolus
RARS1,Cytosol
ATXN3,Nucleus
ATXN3,Nucleolus
ATXN3,Cytosol
ATXN3,Plasma membrane
ATXN1,Nucleus
ATXN1,Nucleolus
ATXN1,Cytosol
HAP1,Nucleolus
HAP1,Lysosome
HAP1,Endoplasmic reticulum
HAP1,Centrosome
HAP1,Cytosol
ATN1,Nucleus
TERF1,Nucleus
TERF1,Nucleolus
PMS1,Nucleus
PMS2,Nucleus
PMS2,Cytosol
CACNA2D1,Plasma membrane
MYOM2,Mitochondrion
YARS1,Nucleus
YARS1,Cytosol
USP14,Cytosol
USP14,Plasma membrane
PRKAG1,Nucleus
PRKAA2,Golgi apparatus
PRKAA2,Nucleus
HSPA2,Nucleus
HSPA2,Cytosol
ATP12A,Cytosol
ATP12A,Plasma membrane
ATP12A,Actin cytoskeleton
ATP1B3,Plasma membrane
RAD23A,Nucleus
RAD23A,Golgi apparatus
RAD23A,Cytosol
RAD23B,Cytosol
EPHB3,Plasma membrane
EPHA5,Plasma membrane
EPHB4,Plasma membrane
EPHB1,Endoplasmic reticulum
EPHB1,Cytosol
EPHB1,Plasma membrane
PRRX1,Cytosol
GAS1,Plasma membrane
NRL,Nucleus
NRL,Cytosol
EMP1,Plasma membrane
EMP2,Golgi apparatus
EMP2,Plasma membrane
EMP3,Plasma membrane
HMGCS2,Mitochondrion
ALDH18A1,Mitochondrion
NAPA,Plasma membrane
AIF1,Nucleus
AIF1,Cytosol
EIF5,Nucleus
EIF5,Cytosol
EIF5,Plasma membrane
SLC12A2,Plasma membrane
SLC12A3,Plasma membrane
SLC12A3,Cytosol
PSMD4,Cytosol
DRG2,Nucleus
DRG2,Cytosol
GEM,Nucleus
NR1H2,Nucleus
PLTP,Nucleus
CSE1L,Cytosol
TMBIM6,Endoplasmic reticulum
AQP5,Endoplasmic reticulum
AQP5,Plasma membrane
VCP,Nucleus
VCP,Endoplasmic reticulum
VCP,Cytosol
MFAP1,Nucleus
MFAP1,Centrosome
HADHB,Mitochondrion
HADHB,Endoplasmic reticulum
F2RL1,Plasma membrane
AQP4,Plasma membrane
MANF,Nucleus
MTTP,Endoplasmic reticulum
MTTP,Golgi apparatus
MTTP,Cytosol
NCKAP1L,Cytosol
NCKAP1L,Plasma membrane
AFDN,Cytosol
AFDN,Plasma membrane
MLLT10,Nucleus
ELL,Cytosol
BRPF1,Nucleus
BRPF1,Cytosol
BRPF1,Plasma membrane
CASP7,Nucleus
CASP7,Cytosol
CASP9,Mitochondrion
CASP9,Nucleus
CASP9,Cytosol
CASP6,Nucleus
CASP6,Cytosol
ADK,Cytosol
ADK,Plasma membrane
ADAR,Nucleus
ADAR,Nucleolus
CDKN2D,Nucleus
CDKN2D,Cytosol
CDH4,Plasma membrane
CDH6,Plasma membrane
CDH8,Plasma membrane
CDH13,Plasma membrane
CDH15,Golgi apparatus
CDH15,Plasma membrane
FOXA1,Nucleus
FOXA3,Actin cytoskeleton
TPD52,Endoplasmic reticulum
PRMT2,Nucleus
PRMT2,Nucleolus
PRMT2,Cytosol
SNU13,Nucleus
SNU13,Nucleolus
PAX9,Nucleolus
NPEPPS,Nucleus
NPEPPS,Cytosol
GFER,Mitochondrion
GFER,Cytosol
HNRNPH2,Cytosol
XG,Plasma membrane
OXCT1,Mitochondrion
UCP2,Mitochondrion
SUMO3,Nucleus
BID,Cytosol
ATP5MF,Mitochondrion
GFRA1,Golgi apparatus
DLX1,Nucleus
DLX1,Cytosol
DLX5,Nucleus
DLX6,Nucleus
NDUFV3,Mitochondrion
RRP1,Nucleolus
MARS1,Nucleolus
MARS1,Cytosol
CTSW,Endoplasmic reticulum
CMC4,Mitochondrion
TCL1A,Endoplasmic reticulum
TCL1A,Cytosol
AP1S2,Golgi apparatus
ATP5ME,Mitochondrion
HDAC4,Nucleus
HDAC4,Cytosol
EIF6,Nucleus
CAV3,Endoplasmic reticulum
CAV3,Plasma membrane
CTBP2,Nucleus
TMEM50B,Endoplasmic reticulum
TMEM50B,Plasma membrane
ARL4C,Cytosol
ARL4C,Plasma membrane
PEX3,Peroxisome
PEX3,Endoplasmic reticulum
PER3,Nucleus
SOX10,Nucleus
CLDN6,Plasma membrane
CLDN8,Endoplasmic reticulum
CLDN8,Plasma membrane
CLDN12,Plasma membrane
CLDN17,Plasma membrane
BACE1,Lysosome
BACE1,Golgi apparatus
BACE1,Plasma membrane
CLDN20,Golgi apparatus
CLDN20,Cytosol
CLDN20,Plasma membrane
BCAR1,Plasma membrane
BCAR1,Actin cytoskeleton
STX17,Mitochondrion
RBM11,Nucleus
H2BC12L,Nucleus
H2BC12L,Cytosol
SIK1,Nucleus
PRDM15,Nucleus
SOX8,Nucleus
UBASH3A,Cytosol
CFAP298,Nucleus
CFAP298,Cytosol
MAP3K7CL,Nucleus
MAP3K7CL,Cytosol
WDR4,Nucleus
WDR4,Cytosol
SCAND1,Nucleus
JAM2,Plasma membrane
TMEM33,Endoplasmic reticulum
SLC8A3,Plasma membrane
SYNJ2BP,Mitochondrion
GEMIN4,Nucleolus
GEMIN4,Cytosol
PCBP3,Nucleus
PCBP3,Cytosol
PCBP4,Cytosol
TMPRSS3,Endoplasmic reticulum
RAB38,Mitochondrion
RAB38,Lysosome
RAB38,Plasma membrane
RAB25,Plasma membrane
CORO7,Cytosol
GSDMD,Plasma membrane
SNX16,Lysosome
EEFSEC,Nucleus
CABP4,Cytosol
SESN2,Nucleus
SESN2,Mitochondrion
SESN3,Nucleus
FOXL2,Nucleus
OR12D2,Plasma membrane
LOXL3,Nucleus
MLF1,Nucleus
CLRN1,Plasma membrane
LINC01547,Endoplasmic reticulum
YBEY,Nucleus
TIRAP,Plasma membrane
H2BC5,Nucleus
H2BC5,Cytosol
RTP1,Plasma membrane
NLRP6,Cytosol
NLRP6,Plasma membrane
NLRP12,Nucleus
NLRP5,Nucleus
NLRP5,Mitochondrion
NLRP5,Golgi apparatus
DAOA,Mitochondrion
DAOA,Golgi apparatus
DAOA,Cytosol
RAB15,Plasma membrane
TPPP2,Cytosol
TAS2R38,Plasma membrane
MINAR2,Endoplasmic reticulum
AP3S2,Golgi apparatus
ZNF280A,Nucleus
BPIFB4,Cytosol
BPIFB4,Actin cytoskeleton
LILRA4,Plasma membrane
ZNF445,Nucleus
MCCD1,Mitochondrion
CD81,Plasma membrane
TPI1,Nucleus
PLP1,Plasma membrane
EIF3E,Nucleus
EIF3E,Cytosol
NANOS2,Nucleus
NANOS3,Nucleus
NANOS3,Cytosol
SEC61B,Endoplasmic reticulum
PTEN,Nucleus
PTEN,Cytosol
PTEN,Plasma membrane
ERVFC1,Plasma membrane
ERVFRD-1,Plasma membrane
ERVPABLB-1,Plasma membrane
PPP4C,Centrosome
PPP4C,Cytosol
PPP4C,Plasma membrane
ROMO1,Mitochondrion
UBE2G2,Endoplasmic reticulum
UBE2G2,Cytosol
PFN3,Nucleus
ACTB,Nucleus
ACTB,Actin cytoskeleton
EIF4A1,Nucleus
EIF4A1,Plasma membrane
ZP1,Plasma membrane
SNAP25,Cell cortex
SNAP25,Actin cytoskeleton
GPR85,Endoplasmic reticulum
GPR85,Plasma membrane
PSMA6,Nucleus
S100A10,Plasma membrane
CDC42,Centrosome
CDC42,Plasma membrane
RAB8A,Centrosome
SPCS3,Endoplasmic reticulum
SRP54,Nucleolus
SRP54,Nucleus
SRP54,Endoplasmic reticulum
SRP54,Cytosol
RAB4B,Cytosol
RAB2A,Nucleus
RAB10,Plasma membrane
RAB10,Golgi apparatus
CXCR4,Lysosome
CXCR4,Plasma membrane
UBE2D3,Plasma membrane
UBE2N,Nucleus
UBE2N,Cytosol
ACTR3,Nucleus
ACTR2,Nucleus
ACTR1A,Centrosome
ACTR1A,Cell cortex
TMEM258,Endoplasmic reticulum
COPS2,Nucleus
POLR2F,Nucleus
ABCE1,Mitochondrion
ABCE1,Cytosol
RAP1B,Cytosol
RAP2B,Cytosol
RAP2B,Plasma membrane
YPEL3,Nucleolus
MAX,Nucleus
RPS3A,Nucleus
RPS3A,Nucleolus
RPS3A,Endoplasmic reticulum
RPS3A,Cytosol
RPL26,Nucleolus
STX1B,Nucleus
STX1B,Centrosome
PSME3,Nucleus
PSME3,Cytosol
HAND2,Nucleus
RPL15,Nucleus
MAGOH,Nucleus
FGF12,Nucleus
RPL27,Nucleus
RPL27,Nucleolus
ATP6V0D1,Centrosome
PCBD1,Cytosol
RPL37A,Nucleus
ERVS71-1,Plasma membrane
ERVK-21,Plasma membrane
HERVK_113,Nucleolus
HERV-K104,Nucleolus
ERVK-16,Nucleolus
RHOA,Nucleus
RHOA,Cytosol
RHOA,Cell cortex
NAA20,Nucleus
NAA20,Cytosol
HSPE1,Mitochondrion
VBP1,Nucleus
VBP1,Cytosol
STXBP1,Cytosol
STXBP1,Plasma membrane
B2M,Golgi apparatus
B2M,Cytosol
B2M,Plasma membrane
NPC2,Lysosome
NPC2,Endoplasmic reticulum
SUMO2,Nucleus
UFM1,Nucleus
DCAF7,Cytosol
WDR5,Nucleus
AP1S1,Golgi apparatus
NUTF2,Cytosol
HNRNPK,Nucleus
RRAS2,Plasma membrane
TIMM10,Mitochondrion
TSPAN5,Plasma membrane
TSPAN5,Actin cytoskeleton
RPS7,Centrosome
RPS7,Nucleus
RPS7,Nucleolus
RPS7,Endoplasmic reticulum
RPS7,Cytosol
PPP1CA,Nucleus
PPP1CA,Nucleolus
PPP1CA,Cytosol
PPP1CA,Plasma membrane
PPP1CB,Nucleus
PPP1CB,Nucleolus
PPP1CB,Cytosol
NCS1,Golgi apparatus
NCS1,Plasma membrane
PSMC1,Nucleus
PSMC1,Cytosol
PSMC5,Nucleus
RPS8,Nucleus
RPS8,Nucleolus
RPS8,Endoplasmic reticulum
RPS8,Cytosol
RPS15A,Nucleolus
RPS16,Nucleolus
YWHAE,Plasma membrane
YWHAE,Endoplasmic reticulum
YWHAE,Nucleus
YWHAE,Cytosol
RPS14,Nucleolus
RPS23,Nucleolus
RPS23,Endoplasmic reticulum
RPS23,Cytosol
RPS18,Nucleus
RPS18,Cytosol
RPS13,Nucleus
RPS13,Nucleolus
RPS11,Nucleolus
SNRPE,Nucleus
SNRPE,Cytosol
SNRPF,Nucleus
SNRPF,Cytosol
SNRPG,Nucleus
SNRPG,Cytosol
LSM3,Nucleus
LSM6,Nucleus
SNRPD1,Nucleus
SNRPD1,Cytosol
SNRPD2,Nucleus
SNRPD2,Cytosol
SNRPD3,Nucleus
SNRPD3,Cytosol
BTG1,Nucleus
TMSB4X,Nucleus
TMSB4X,Cytosol
ARF6,Cytosol
ARF6,Plasma membrane
ARF6,Golgi apparatus
ARF6,Cell cortex
PSMC6,Nucleus
RPL7A,Nucleus
RPL7A,Nucleolus
POLR2G,Nucleus
RAB11A,Centrosome
RAB11A,Golgi apparatus
ETF1,Nucleus
HERVK_113,Plasma membrane
RPS4X,Nucleolus
PPP2CB,Nucleus
RHOB,Plasma membrane
RPL23A,Nucleus
RPL23A,Nucleolus
RPS6,Nucleus
RPS6,Nucleolus
RPS6,Endoplasmic reticulum
RPS6,Cytosol
VSNL1,Cytosol
H4C1,Nucleus
H2BC10,Nucleus
H2BC10,Cytosol
RAB1A,Endoplasmic reticulum
RAB1A,Golgi apparatus
RAN,Nucleus
RAN,Nucleolus
RPL23,Nucleolus
RPS24,Nucleus
RPS24,Nucleolus
RPS24,Endoplasmic reticulum
RPS24,Cytosol
RPS25,Nucleus
RPS25,Nucleolus
RPS28,Nucleolus
POLR2L,Nucleus
RBX1,Nucleus
GNB2,Plasma membrane
RPL30,Nucleus
RPL10A,Nucleus
RPL11,Nucleolus
PPIA,Nucleus
PPIA,Cytosol
FKBP1A,Cytosol
RPL41,Endoplasmic reticulum
BLCAP,Nucleus
RPS27A,Nucleus
RPS27A,Nucleolus
UBA52,Nucleus
UBA52,Endoplasmic reticulum
UBA52,Cytosol
UBA52,Plasma membrane
GRB2,Nucleus
GRB2,Nucleolus
GRB2,Golgi apparatus
GRB2,Cell cortex
TRA2B,Nucleus
RAC1,Nucleus
RAC1,Plasma membrane
RAC1,Cell cortex
GNAI1,Nucleolus
GNAI1,Centrosome
GNAI1,Plasma membrane
GNAI1,Cell cortex
YWHAZ,Cytosol
YWHAZ,Nucleus
ERVK-9,Plasma membrane
ERVK-24,Plasma membrane
UBE2B,Nucleus
UBE2B,Plasma membrane
SUMO1,Nucleus
SUMO1,Nucleolus
SUMO1,Plasma membrane
DYNLL1,Nucleus
DYNLL1,Mitochondrion
DYNLL1,Centrosome
DYNLT1,Golgi apparatus
SKP1,Nucleus
SKP1,Centrosome
EIF5A,Nucleus
RACK1,Nucleus
RACK1,Cytosol
ACTG1,Nucleus
SUPT4H1,Nucleus
UBE2I,Nucleus
PPP2CA,Plasma membrane
YBX1,Endoplasmic reticulum
YBX1,Cytosol
YBX1,Plasma membrane
CSNK2B,Plasma membrane
CSNK2B,Nucleus
UBE2L3,Nucleus
EEF1A1,Nucleus
EEF1A1,Nucleolus
EEF1A1,Cytosol
EEF1A1,Plasma membrane
TUBB4B,Nucleus
CSNK2A1,Nucleus
PAFAH1B2,Nucleolus
PAFAH1B2,Cytosol
PAFAH1B2,Plasma membrane
H3C1,Nucleus
UBXN2A,Nucleus
CXADR,Plasma membrane
NOP14,Nucleolus
RNF4,Nucleus
SIRPA,Plasma membrane
ADAM8,Plasma membrane
PITX1,Nucleus
EIF4G2,Cytosol
RPP38,Nucleolus
GTF2I,Nucleus
ASIC1,Golgi apparatus
ASIC1,Plasma membrane
PIP4K2B,Nucleus
PIP4K2B,Plasma membrane
SRPK2,Nucleus
SRPK2,Nucleolus
SRPK2,Cytosol
ABCA4,Endoplasmic reticulum
ABCA4,Plasma membrane
PHC1,Nucleus
CSNK1G2,Cell cortex
CLDN10,Plasma membrane
CCT2,Cytosol
OLR1,Plasma membrane
SLC35A2,Golgi apparatus
SLC35A2,Endoplasmic reticulum
PRAME,Nucleus
PRAME,Golgi apparatus
PRAME,Plasma membrane
BTN3A2,Plasma membrane
POU6F2,Nucleus
JAG1,Plasma membrane
RELN,Plasma membrane
DENND2B,Plasma membrane
DENND2B,Cell cortex
PRKDC,Nucleus
PRKDC,Nucleolus
ADAM17,Cytosol
ADAM17,Plasma membrane
ADAM17,Actin cytoskeleton
BLOC1S1,Cytosol
SRPX,Endoplasmic reticulum
ELF3,Golgi apparatus
ELF3,Cytosol
NTHL1,Nucleus
NTHL1,Mitochondrion
PHEX,Endoplasmic reticulum
PHEX,Golgi apparatus
ADARB1,Nucleus
ADARB1,Nucleolus
ADARB1,Cytosol
HLA-DRB3,Plasma membrane
IFI35,Nucleus
IFI35,Nucleolus
IFI35,Cytosol
MT1X,Nucleus
NUCB2,Endoplasmic reticulum
NUCB2,Golgi apparatus
ABAT,Mitochondrion
S100A12,Nucleus
BASP1,Nucleus
BASP1,Plasma membrane
SIM1,Nucleus
HAMP,Nucleus
GPSM2,Centrosome
GPSM2,Cytosol
GPSM2,Cell cortex
TMF1,Nucleus
TMF1,Golgi apparatus
MRPS22,Mitochondrion
MRPS25,Mitochondrion
MRPS5,Mitochondrion
KGD4,Mitochondrion
MRPS11,Mitochondrion
MRPS15,Nucleolus
MRPS15,Mitochondrion
MRPS34,Mitochondrion
MRPS6,Mitochondrion
MRPS9,Nucleolus
MRPS9,Mitochondrion
HMGN5,Mitochondrion
LACTB,Mitochondrion
LACTB,Cytosol
LSM11,Nucleus
COG7,Nucleolus
COG7,Golgi apparatus
RPL24,Endoplasmic reticulum
RPL24,Cytosol
TXNL4A,Nucleus
TXNL4A,Cytosol
RPL36A,Endoplasmic reticulum
RPL36A,Cytosol
RPL36A,Plasma membrane
CBX1,Nucleus
SMAD3,Nucleus
SMAD3,Cytosol
SMAD3,Plasma membrane
ARF5,Golgi apparatus
ERH,Nucleus
RPL19,Nucleolus
RPL19,Cytosol
MXRA7,Endoplasmic reticulum
H3-3A,Nucleus
FOXK1,Nucleus
HTD2,Nucleolus
HTD2,Mitochondrion
ZBED6,Nucleus
DAB2,Plasma membrane
PKD1,Plasma membrane
LRP2,Endoplasmic reticulum
LRP2,Golgi apparatus
XIAP,Nucleus
ARHGAP4,Cytosol
EFNB1,Nucleus
EFNB1,Plasma membrane
RBM10,Nucleus
FOXO4,Nucleus
FOXO4,Cytosol
ZNF200,Nucleus
ATP2C1,Golgi apparatus
ATP11A,Endoplasmic reticulum
ATP11A,Golgi apparatus
ATP11A,Plasma membrane
ATP8B2,Nucleolus
ATP8B2,Golgi apparatus
ATP8B2,Cytosol
ATP8B2,Plasma membrane
CYCS,Nucleus
CYCS,Mitochondrion
CYCS,Cytosol
MPP1,Plasma membrane
TFAM,Nucleus
TFAM,Mitochondrion
SLC25A3,Mitochondrion
HDLBP,Nucleus
GTF2B,Nucleus
CDK6,Nucleus
CDK6,Centrosome
CDK6,Cytosol
CDK5,Plasma membrane
CDK16,Cytosol
CDK16,Plasma membrane
PURA,Nucleus
FANCC,Cytosol
CLTC,Lysosome
HSF1,Nucleus
HSF1,Centrosome
HSF1,Cytosol
NFKB2,Nucleus
NFKB2,Cytosol
FKBP3,Nucleus
REEP5,Endoplasmic reticulum
HNRNPU,Nucleus
HNRNPU,Centrosome
HNRNPU,Cytosol
IRF9,Cytosol
MDM2,Nucleus
MDM2,Nucleolus
BEX3,Nucleus
BEX3,Cytosol
PRCD,Endoplasmic reticulum
PRCD,Golgi apparatus
PDE1B,Cytosol
SPTBN1,Nucleolus
SPTBN1,Cytosol
SPTBN1,Plasma membrane
TIAL1,Cytosol
E2F1,Nucleus
E2F1,Centrosome
SET,Nucleus
SET,Endoplasmic reticulum
SET,Cytosol
IL9R,Plasma membrane
SRSF2,Nucleus
SRSF2,Cytosol
FOXK2,Nucleus
FOXK2,Mitochondrion
RUNX1,Nucleus
RELB,Centrosome
RELB,Cytosol
RELB,Nucleus
IL5RA,Plasma membrane
AMPD2,Cytosol
PMP22,Plasma membrane
CTBS,Lysosome
FABP5,Nucleus
ANK2,Mitochondrion
ANK2,Lysosome
ANK2,Plasma membrane
CAP1,Plasma membrane
MYT1,Cytosol
FLI1,Nucleus
FLI1,Cytosol
KRT76,Nucleus
IFITM3,Plasma membrane
IL1RL1,Cytosol
IL1RL1,Plasma membrane
SLC7A5,Cytosol
SLC7A5,Plasma membrane
TFAP4,Nucleus
TFAP4,Mitochondrion
MC1R,Plasma membrane
EXOSC10,Nucleus
EXOSC10,Nucleolus
EXOSC10,Cytosol
OTUD4,Nucleus
OTUD4,Cytosol
PFKP,Nucleus
SATB1,Nucleus
XPC,Nucleus
XPC,Nucleolus
XPC,Mitochondrion
XPC,Cytosol
XPC,Plasma membrane
EWSR1,Nucleolus
EWSR1,Plasma membrane
POU5F1,Nucleus
POU5F1,Mitochondrion
POU5F1,Cytosol
BNC1,Nucleus
COL4A3,Endoplasmic reticulum
SLC6A3,Plasma membrane
OCRL,Nucleus
OCRL,Lysosome
OCRL,Plasma membrane
PLCB3,Nucleus
ROR1,Plasma membrane
AKAP17A,Nucleus
AKAP17A,Cytosol
MEF2A,Nucleus
MEF2A,Cytosol
MEF2B,Cytosol
NAAA,Lysosome
RHAG,Plasma membrane
DHODH,Mitochondrion
DHODH,Cytosol
GUCY1B1,Cytosol
PRKCE,Nucleus
PRKCE,Mitochondrion
PRKCE,Endoplasmic reticulum
PRKCE,Cytosol
PRKCE,Plasma membrane
OGDH,Nucleus
OGDH,Mitochondrion
KIF23,Nucleus
KIF23,Centrosome
ALDH6A1,Mitochondrion
NRG1,Plasma membrane
BDH1,Mitochondrion
ID2,Nucleus
ID2,Cytosol
SEMG2,Nucleus
APBA1,Nucleus
APBA1,Golgi apparatus
DSG1,Nucleus
SP4,Cytosol
SP3,Cytosol
DSC2,Endoplasmic reticulum
DSC2,Plasma membrane
IRF8,Nucleus
NHLH1,Nucleus
NHLH2,Nucleus
GHRHR,Plasma membrane
MAP2K1,Endoplasmic reticulum
MAP2K1,Centrosome
MAP2K1,Cytosol
MAP2K1,Plasma membrane
TEK,Plasma membrane
FKBP4,Mitochondrion
FKBP4,Cytosol
NUCB1,Golgi apparatus
RPL6,Nucleus
TOP2B,Nucleolus
TOP2B,Nucleus
TOP2B,Cytosol
AKAP12,Cytosol
AKAP12,Plasma membrane
AKAP12,Cell cortex
PAX2,Nucleus
SLC25A11,Nucleus
SLC25A11,Mitochondrion
DST,Nucleus
DST,Cytosol
DST,Cell cortex
GSTM4,Cytosol
HHEX,Nucleus
MLLT1,Cytosol
MECOM,Nucleus
CAV1,Endoplasmic reticulum
CAV1,Plasma membrane
CAV1,Cell cortex
KMT2A,Nucleus
KMT2A,Cytosol
PPARD,Nucleus
PTS,Mitochondrion
PLAUR,Plasma membrane
MVK,Peroxisome
MVK,Cytosol
PTH1R,Plasma membrane
ERCC6,Nucleus
ERCC6,Nucleolus
TAP1,Endoplasmic reticulum
TAP2,Endoplasmic reticulum
CEBPZ,Nucleus
ZNF85,Nucleus
ZNF117,Nucleus
ZNF92,Nucleus
ZNF90,Nucleus
ARID5A,Nucleolus
RELA,Nucleolus
RELA,Nucleus
RELA,Cytosol
UBXN1,Endoplasmic reticulum
UBXN1,Cytosol
FOLH1,Plasma membrane
EIF4G1,Nucleus
EIF4G1,Cytosol
ATP7A,Endoplasmic reticulum
ATP7A,Golgi apparatus
ATP7A,Cytosol
ATP7A,Plasma membrane
NOTCH2,Nucleus
NOTCH2,Plasma membrane
TLE1,Nucleus
TLE3,Nucleus
TLE4,Nucleus
EMX1,Nucleus
EMX1,Nucleolus
GLO1,Cytosol
GLO1,Plasma membrane
ACVR1,Plasma membrane
AKR1C1,Cytosol
SSBP1,Nucleus
SSBP1,Mitochondrion
CD164,Lysosome
CD164,Plasma membrane
YWHAH,Plasma membrane
PLP2,Plasma membrane
SRY,Nucleus
ICA1,Cytosol
UBE3A,Nucleus
MXD1,Mitochondrion
MXD1,Cytosol
MXD1,Nucleus
CLC,Cytosol
GAD2,Cytosol
PTK2,Nucleus
PTK2,Centrosome
PTK2,Cytosol
PTK2,Plasma membrane
PTK2,Cell cortex
LIPE,Cytosol
ZNF91,Nucleus
PRKCZ,Cytosol
PRKCZ,Plasma membrane
ZBTB16,Nucleus
GRIN1,Plasma membrane
EEF1A2,Nucleus
PRKCD,Nucleus
PRKCD,Mitochondrion
PRKCD,Endoplasmic reticulum
PRKCD,Cytosol
PRKCD,Plasma membrane
CALD1,Plasma membrane
CALD1,Actin cytoskeleton
EN1,Nucleus
SLC18A2,Centrosome
TNP2,Nucleolus
PTPN11,Nucleus
KDSR,Endoplasmic reticulum
BTK,Cytosol
BTK,Plasma membrane
EXOSC9,Nucleus
EXOSC9,Nucleolus
EXOSC9,Cytosol
AOX1,Cytosol
RBPJ,Nucleus
RBPJ,Nucleolus
MEF2C,Nucleus
POU5F1B,Mitochondrion
POU5F1B,Cytosol
APLP2,Nucleus
SLC34A1,Cytosol
SLC34A1,Plasma membrane
SULT2A1,Cytosol
GABPA,Nucleus
GABPB1,Nucleus
RING1,Nucleus
RING1,Cytosol
RAD51,Nucleus
RAD51,Nucleolus
RAD51,Mitochondrion
RAD51,Centrosome
RAD51,Cytosol
PAX8,Nucleus
FMR1,Nucleus
FMR1,Nucleolus
FMR1,Cytosol
PRDX1,Nucleus
SOX4,Nucleus
SOX4,Mitochondrion
CHRND,Plasma membrane
RPL18,Nucleus
RPL18,Nucleolus
RPL18,Endoplasmic reticulum
RPL18,Cytosol
C1QBP,Nucleus
C1QBP,Nucleolus
C1QBP,Mitochondrion
C1QBP,Cytosol
C1QBP,Plasma membrane
CKAP4,Endoplasmic reticulum
ENPEP,Plasma membrane
CD69,Plasma membrane
TJP1,Cytosol
TJP1,Plasma membrane
PDE4B,Centrosome
ZFP36L1,Nucleus
